Tweet,Label
"可憐既係, 論情歌類, 佢唔夠啲大陸網紅論勵志歌, 大陸人又無咁既情操廣東歌更加無巿場就算青春無敵既宇宙GEM, 北方既人都唔會聽更何況大叔迅或者改唱大內宣一類, 可可托海的牧羊人囉",Neither
川川就是个失败的loser，当然生为白人，还是富豪，还透了好多小橡皮，依旧比老夫成功。,Neither
这个有亲身体会，最近过敏性鼻炎发作，手头有两个品牌的盐酸西替利嗪片(均为仿制药10mg规格)，其中一个牌子服用后对我几乎无效且副作用大，另外一个牌子服用后半小时即见效果。所以我再次购药时选择了仙特明(原研药)。 ,Neither
有中文字样，所以假日本鬼子喝假酒,Abusive-only
這很正常，中印邊境衝突，中國也死人，大多數中國人都不太喜歡印度。政法委官媒發出這些，代表廣大人民的心聲，但駐印大使畢竟不是去印度當間諜或者發動戰爭的，駐印使館始終還是… ,Neither
Nonono係港毒废青+弯弯,Hate-speech
RT : 喜欢贴贴 #PROMARE ,Neither
【今日G點】港台黃主持唐若韞賠錢走人 香港人贈佢一隻字：滾！  来自 ,Neither
人造子宫和人造生命，真人工智能的难度一样。    不过用猪子宫或者黑猩猩子宫有一定的可行性。,Neither
哈哈哈哈，确实，我要是印度人我也恨国,Neither
西方媒体用“武汉病毒实验室“的表述，配上中国科学院武汉病毒研究所的照片来混淆视听，给人造成武汉好像只有一个研究所，把索罗斯的药明康德掩盖起来。 ,Neither
牛粪堆起来的印度阿三你都能舔，真他妈贱。,Hate-speech
"嗯我好怕日本反华呢,不知道日本人什么时候上街用U型锁给我开个颅.",Neither
明早 那急什么能玩一会儿是一会儿嘛反正你现在做什么都是没有用的 成绩已经定下来了,Neither
没关系啊，芝麻人就这素质呢，贬低周边，什么越南猴子，朝鲜棒子，白皮狒狒的，没办法啊，素质跟我家习胖一个档次。,Hate-speech
支那人狮子大开口不自量力向全世界宣战的一幕让慈禧甚是欣慰，果然傻逼过了多久都是傻逼。支那这一国都是废物，老驴拉磨一个错误翻来覆去地犯。怎么打都不长记性。代表银河系消灭你们,Hate-speech
远看像座庙、近看是中央党校、里头没有和尚老道、全是贪官在深造,Neither
莱猪不敢进？蔡英文同意吗？听说我们用瘦肉精，你也只是听说，有证据吗？核食快了，以台蛙舔日本的程度，很快你们就会吃到了，不爱吃凤梨？你不爱台蛙吗？,Abusive-only
和中国人一样,Neither
一百年来从来没有一个美国总统象拜登一样，这么久不在公开场合说话，是怕返老还童，七十年前已被纠正的结巴又犯了？却发新闻评论Meghan出来遣责王室种族歧视。老年痴呆到忘了他自己反对白人孩子和黑人孩子坐一辆校车了？ ,Abusive-only
打嘴炮的年代已经过了.现在老美印票子.哪个不害怕咯.四个哪个又不是精灵鬼咯.日本傻？逼不得已.捧场.澳大利亚是傻白甜.必须跟大哥.印度.比鬼都还精.想在它身上去卡油.它说它家还缺米.老美还不是没有办法.人老色衰.没有本钱了,Neither
學學印度落後思想該淘汰就淘汰，還編成憲法令人錯愕,Neither
美股还不是割韭菜的时候啊，要么7月，要么9月才割,Neither
港灿：汪汪，我要做你们西方人的走狗，去咬中国人，汪汪。西方人：（一脚踹过去）滚远点，死狗！ ,Hate-speech
分析：存款利率改革减负中国LPR稳势难撼 央行官媒喊话半年末稳军心 - 路透:…  ,Neither
很正常啊，美国以己度人，自己做过种族灭绝，做过黑人细菌实验，认为中国也会去做，逻辑没问题啊。,Neither
湖畔子弟兵死锤阿三那张我是第一次看到😁在推特本以为呆蛙民逗轮子是最恶心的，没想到在恶心的阿三面前，它们就是渣渣…😂😂,Hate-speech
"想講唔係通常都打lift㗎咩Lip係邊樹鄉下""",Neither
陈薇2013年就用这个技术路线用于埃博拉疫苗开发了，应该有一定的沉淀，阿斯利康好象没有经验啊。而且人腺病毒5载体疫苗技术比英国的黑猩猩腺病毒26成熟，开始于1980年应用，当时还不是用于疫苗。,Neither
现在看来，美国产业链转移需要越南人做人肉电池……,Neither
兔友也不傻，兔友是什么东西呢生在大清他们就是辫子党保皇党生在民国就是反动派兔友就是墙头草 明天尼哥成了种花家的领主了那他们就都成了保尼派强权在谁手里他们就疯狂的舔谁,Neither
不明白西方为何要宠惯黑人和穆斯林，而不宠惯中国人？有人说中国人德性不好，还很疯狂。难道黑人和穆斯林的德性比中国人好？黑人到处犯罪，穆斯林要你不吃猪肉，还搞恐怖杀人。中国人顶多沾点小便宜，要你不说中国坏话，不惹事，不比黑人穆斯林强100倍？,Hate-speech
呵，台独港废继续拼命抹黑中国，华人在国外被攻击你们功不可没,Hate-speech
乡村小学多少钱,Neither
网络时代规模更大了。这还是有钱有权的黑人，对普通人和穷黑人就更直接了。,Neither
大凡有点智商也不至于去台蛙🤧,Hate-speech
有人問我香港普通女仔是怎樣的我也不知道怎麼具體去形容，想了一日一夜，被大陸斬小朋友的新聞報道一刺激，我覺得香港普通女仔和大陸女仔最大分別👉🏻沒有生死存亡性命之憂，不會被家人以監護人之名送去醫院學校關起來叫天不應。婚姻戀愛自由，不會被父母賣身換錢，死後更不會被賣屍。,Neither
给蛙脸上贴金，台蛙算哪门子国家,Abusive-only
對😭紅西裝那套真的辣爆,Neither
看到有人點讚我在小角落分享的推 特 素 人 G 片，都會覺得很欣慰，我就是想把我喜歡的類型發揚光大我們都是想玩別人🐔🐔🍑🍑卻自己沒有ㄐㄐ，沒辦法改變的此生令人遺憾#危險色色發言,Neither
评论蛆又有基督教保守逼来whataboutism，“为什么不去试试画一个彩虹默罕默德，看看穆畜会不会只把你监禁？”,Hate-speech
这大胸孩子以后肯定饿不着,Neither
西藏僧人自焚跟法轮功自焚是不是一个道理,Neither
盗图还这么多废话,Neither
橘生淮南，去台湾的黑人比去中国的黑人文明多了,Neither
而且这个人之前是不是还出现过一个兵哥哥和和尚的人？结果最后上串号了...,Neither
我的意見就是代表香港人整體的意見,Neither
日本鬼子从骨子里就不大气。,Hate-speech
所以。。那天跑马冻死人时我就说了，现在是全民全面知识贫乏，认知倒退。。原因吗，一个是禁了谷歌等等知识来源，另外一个就是天天嗷嗷嗨的要战天斗地了😂,Neither
不用了啦，我自己動手煮就偷笑了還煎蛋,Neither
这就是台蛙眼中的民主自由国家，哈哈,Abusive-only
你认为台蛙跟香港蟑螂敢说主子吗,Hate-speech
啾啾爸好潮喔,Neither
用阴谋论不太准确，那是强国人最普遍的小人之心。🤪,Hate-speech
嫁给黑畜本身就是贱人，不值一提！,Hate-speech
我真的是要死 韓國人討厭中國人的程度真的不低於台灣人ㄟ🤣🤣🤣🤣,Neither
香港人經歷咗咁多唔駛人煽動都知點做,Neither
【初配信決定！！】哈嚕！讓大家久等了嗎？梨梨預計將在7/5的晚上8點進行初配信🥰終於可以和大家見面啦！！梨梨真的好緊張！！大家會來陪我嗎？待機室💜 ,Neither
亚洲的耻辱  日本+连狗都不如的台蛙   黑种大于白人大于黄种人 ,Hate-speech
就應該餓死這幫信邪教的禿驢,Hate-speech
被尼哥干过的骚逼,Abusive-only
哇讚欸！懂挑！,Neither
狗共是不見棺材不落淚！大陸喱收皮,Hate-speech
你这个提议不错哦，伊丽莎白都能让黑人来演，那找个白人或者亚裔来演马丁路德金，或者拳王阿里，只要有人反对，就说他们种族歧视,Neither
做白皮狗，吃白皮屎，噴白皮糞,Abusive-only
"能把抄袭、剽窃别人知识产权说得如此理直气壮、如此嬉皮笑脸的人,你如果说是日本、韩国人、越南人,我都不相信,如果你是不是中国人我绝对信！",Neither
RT : 遇害女大生父母在大學門口喊冤求助😭 ,Neither
台湾人 港废 轮子 反贼 欧美基金会 踏马煽风点火造谣的不要太多,Hate-speech
天生一个仙人缝,Neither
漫研求新娯楽、持者直連絡求,Neither
这尼玛，脑子忘胎盘里面了吧！还是被日本鬼子凸(艹皿艹 )了！,Abusive-only
RT : 有些人活著，就是為了玩命，有些人玩命，只是為了活著。 ,Neither
比人多是吧？那好，下次美国带上印度。看中共还能说什么,Neither
的策源地，这里的阿訇沟通中外，从英俄大使馆获得有关消息，然后跟国内穆畜宣讲，方便他们决策。杜贼回滇之后，即抓住机会发动暴乱。由于清军主力被调去灭洪杨之乱，滇地空虚。再加回畜残暴，滇西竟一触即溃。杜贼建立班赛哈里发国，因滇西地接缅甸，即向印缅英国投诚。英承认这个所谓的独立国家b),Hate-speech
中共慌张了。。。。 ,Neither
南方的粽子是粽子嗎wwwwwwww,Neither
请问有几人晚上敢去黑人区呢？,Neither
因為看到你就濕了啊🤣,Neither
团结紧张、严肃活泼、去争取胜利，这是中国共产党与国民党在陕甘宁边区打败日本鬼子后的庆祝活动 ,Abusive-only
我看到袭击的白人吗？,Neither
黑人这种难道也能算智人？不是隔壁黑猩猩？Imp哦搞错了，黑人才是真智人，现在什么黄种人白种人，都是尼安德特人的后代，所以谁才是人类，不用窝佬多说了吧？,Hate-speech
RT : 今日既香港已經唔講人話，要講人話既好明顯就無得生存 ,Neither
笑死我要的就是這種效果 林娜璉不要笑這麼過分啦🤣🤣DAY6舞擔😍😍 ,Neither
每招进一个洋垃圾，除了给学生补贴，学校还有对应数目的补贴，所以都疯狂招，连职业技术学院都办了留学生班，因为有补贴。,Hate-speech
这个真不能比，多数印度人在任何一个岗位上都能心安理得的做一辈子。多数中国人三年没有显著提升准跑…。不知道有没有创业之类的数据，我猜中国人会比印度人显著提高。,Neither
香港大部份嘅和尚係咪當打份工,Neither
我也這麼想 但是感覺要一直漂很傷頭皮,Neither
你的钱都交给体制内的人养老用了,Neither
既然這個白人説種族歧視理論很重要，這種說服力令人覺得他如果自行了結比什麼理論都重要。,Neither
作為一個當年長期要飛上海嘅港燦，上海delay 係嚴重到習慣，因為大部分空權係比軍用嘅，民航機就好似垃圾咁俾佢哋玩，delay一班係你好彩，… ,Abusive-only
哦，台独狗，还是港独狗?,Hate-speech
RT : 以前丢了东西看看能不能找到就用这种办法，4大家见过吗，传统手艺。 ,Neither
因为刚好遇见你就留下了这样的回忆,Neither
只愿明天不出门被黑鬼歧视性揍一顿！支持歧视你们这些二鬼子！,Hate-speech
我就有 要分人  女的喜欢被舔就好,Abusive-only
台蛙：心碎了，竟然有人敢指责我的丑国爹地🤣,Abusive-only
嗯對，今天早上被頭痛痛醒一直沒好(還有肩膀和背痛)，先吃藥看看ↁ_ↁ,Neither
不客气。这是身为臭宝应该做的。 ,Neither
期待喜歡🍹🍰的各位老師們的創作……………………………,Neither
RT : 逆時中沒事，逆文哲的你們都看到了 ,Neither
犹太人突然关爱起中国的穆斯林，这本来就是个世界笑话。,Neither
1990年代以后，还有内地人入籍大马吗？据说大马政府对华人的外籍配偶入籍非常苛刻，如果是穆斯林就容易很多？,Neither
RT : 想上中国空间站 必须要学会中国话 大叔，你们日本要加油啊  ,Neither
1\2前面无异议，倒数第二部分拖进车后，在这个环节GF反抗非常激烈，双方僵持了接近3-5分钟。这种情况我在相似案件现场录像中见过两次，一次是女性警察用压倒性力量最终强行把她塞进了车里。另一次同样是黑人男性使… ,Neither
強國人個個都是通曉藥草學的神農氏 ,Neither
期末和交報告前一天的廁所都最乾淨✨🙃,Neither
一步一步来，让废青与轮子滚出香港，解放台湾后，让废青与轮子滚去美/英国家吧……,Hate-speech
上次这么说是97年，到现在香港反而过得更好，废青跑去祸害美英我们很欢迎啊，位置腾出来给爱国爱港人士简直一举两得,Neither
RT : 黃黑色only都犯國安法？仲有咩唔得CLS//#金鐘0002 該名男子表示剛才被截查時 警方沒收該男子手持旗幟 該旗幟為黃黑色 警方指他可能涉嫌違反國安法 該旗幟將會轉交給國安公署進行調查 ,Neither
但你有在日本當和尚,Neither
"像JOJO這樣以外國人當主角的設定但目前為止出現的都是白人會不會因為BLM被炎上🤔？""",Neither
RT : 最新版为文革洗地，斗死成百上千万人都是财富！,Neither
你看我有發過不是廢文的嗎,Neither
不不不，我觉得白人保留地也就那样，但占了太多好地方了，占了便宜来装逼，不好。应当各种保留地都搞一点。多元，进步，风物长宜放眼量嘛。,Neither
夜晚11點多經過新開燒烤的店，老闆是日本人，老婆是台灣人，他們夫妻倆，服務態度很好，我點豬肉串、雞肉串、烤雞皮串、甜不辣，加點小辣，老闆拿著外帶食物給我，很貼心的說 回家要小心，然後與我說謝謝，這家是不錯的店，燒烤吃起來是日式的味道，配上芒果啤酒，很美味～～～,Neither
笑出声，您不是支那豚？说支那语的您也蛮下贱的耶😂,Hate-speech
轰炸穆斯林主权国家，美国就是全球穆斯林的公敌。,Neither
黑畜牲，离黑畜牲远些,Hate-speech
RT : ？？？怎麼質疑關你支那人什麼事？？？,Abusive-only
港独狗别出来丢人好吗，不认祖宗的低等人罢了，越南猴子的后代也配说话吗？,Hate-speech
民逗轮子脱离本土太久，形成不了实际伤害。。美国也只是利用太们在国内的影响力，国内影响力没了他们跑出去讨生活都难。。。主要国际影响还是绿蛆,Abusive-only
小和尚 ,Neither
RT : Hendrik Santo? 名字取得倒是又北欧又日本，真实姓名是涂福如！这是他的博客，中文很溜嘛,Neither
RT : 还是黑人警察放得开👊一顿胖揍👊 ,Neither
这要是日本鬼子早就把小女孩先奸后杀了,Hate-speech
台蛙1450 果然不意外，哪里都有你们的网军。美国3个亿真不是白掏的，敬业当狗,Abusive-only
还是不要锻炼，万一锻炼的时候受伤了，完了万一喜欢的人又看着，她这要是背不动你去医院，那你就丢人了(doge),Neither
台独和港独不是政治立场不同，是企图分裂国家。又不是解放军武力镇压，警察逮捕打砸抢烧的废青也没什么问题吧？举个简单的例子，假设A某的爸妈把你抚养长大出人头地，但是A某把… ,Neither
确实,Neither
RT :  所謂亞裔是拉其他亞洲人下水! 各國必須區別自己與支那的不同,Abusive-only
RT : 山東大學艾滋病調查，自實行為黑人提供「女學伴制」以來，五年間，愛滋病增長295.2%。如此高的艾滋病比例，就連妓院也不可能達到。這也是山東大學，即使降低40分錄取也招不到本地生的原因。因為本地人知道內情，誰願意把自己的女兒送進火坑？讓黑…,Hate-speech
RT : 优秀连环画推荐🥳我仍觉得现在车速不够快😤👉⏩ ,Neither
什叶派穆斯林相信耶稣基督的到来，他们相信先知耶稣会与第十二伊玛目一同来拯救世界免受罪恶之害,Neither
英国人是港废的爹，地球人都知道，这还有什么疑问么？,Hate-speech
絶対的守護神青柳爆誕w ,Neither
RT : 血压低了吗？看看这个吧 ,Neither
有一说一，尼哥确实该滚,Hate-speech
欢迎苑教授来打疫苗,Neither
生日快樂🎊,Neither
那些废青长得像越南猴子,Hate-speech
我16歲的時候是一週一次拿我媽含果酸的凝膠面膜來用（有好好先閱讀包裝上的指示並照做），後來上大學換成擦含杏仁酸的乳霜（連續一週天天擦後休息一陣子再重複一週每天擦），都是只有第一次用的時候，有感受到皮膚輕微發熱，然後⋯⋯就沒有然後了（欸,Neither
轮子自媒体,Neither
以后这种新闻少发，又没热度双标🐶们又没法洗，连轮子绿🐸黄尸都不愿意出来吼两声,Hate-speech
辣肉酱吃起来都是甜的😡,Neither
港渣明天不要怂，看你们表演,Hate-speech
可以考虑一下跟美女空酱网恋,Neither
你应该是牛粪吃多了，大傻逼。不要拉着其他无辜的印度人。你不需要帮助，别人不需要吗？你只是自己还没感染，就替那些感染了的人拒绝援助？所以你是想要看到更多的人因为没有氧气而活活病死？… ,Abusive-only
那年春假去的，就是白茫茫一片挡住了最美的地方🤗,Neither
我在微博上看到有几个评论说他们那里组织得很好，分别是当地白人和越南人组织的。,Neither
英国皇家军队当年把香港的曱甴都强暴完后生下了这些评论区里的港渣杂种,Hate-speech
粗長 硬挺 濃密,Neither
法轮功不管是不是邪教，我都是不赞成的，主要原因是太弱了，道教的随便拉出来一个都能不眨眼的砍个三天三夜－－距离正统道教差距太大，浪费了宇宙的资源。,Neither
我的滑板大禮包！假日可以開心看了🥰 ,Neither
RT : 请战友们为雅典娜农场点赞，同时更要为使这一切成为可能的每位战友点赞👍👍👍战友们辛苦了！感谢七哥的厚爱！我们还有太多需要完善，没有你-亲爱的战友，我们不可能做的。感恩🙏🙏🙏🙏🙏🙏🙏 ,Neither
小美人鱼的话我认为人种也是重要的，雷峰故事的最重要核心也不是人种吧，但也不能让白人来演吧,Neither
越南猴子恶心恶心的一比,Hate-speech
母狗把你按在墙上艹哭，屁股给你打肿，奶子又捏又亲奶水都噴到地上，大鸡巴次次插到子宫深处，内射你个婊子，精液灌满,Abusive-only
如果他说中国人还遵循着古老的教条和文化，变得愚昧，迂腐，这可能勉强说得过去。如何证明中国人民邪恶？香港人和台湾人算不算中国人，他们邪恶吗,Neither
其实要严格地说，以内陆这帮对方方日记都敌视的愚民德性，割席了他们就会在舆论上支持同情香港人吗？作梦吧？可如果有没有魏这些人（注意，是些），反垬圈的形象可… ,Neither
看来这些死轮子是打算跟着川普一条道走到黑了。 ,Abusive-only
高校现在运营的逻辑已经不是这样了，学生老师都一样是韭菜，是维稳对象，内部维稳靠一套制衡体系。,Neither
黑畜賤張狂到何等地步,Hate-speech
你专门去调查港独渣渣，他们不是不想去，是没有能力去，他们的青春已经被毁了，,Hate-speech
RT : 從今天開始，合作過的對像頻道，都會在這邊幫忙宣傳其實剛剛還有新增一些，但沒顯示出來 ,Neither
执勤一上午才发现裤子大门没关，还好今天穿了内裤和制服一样是黑色的，要不然🦅都出来了😂😂😂 ,Neither
我多謝你先🌚,Neither
嘎歐,Neither
[Clubhouse關注組] 居然仲有社會事件撕B房。「大陸佬，今時今日仲質疑差佬強姦、輪姦係咪fake news，仲講點解唔舉證⋯⋯真係冇人識答你。」,Neither
好久没见李洪志老师了，他死了没？法轮功学员有知道的吗？,Neither
RT : 上海，一所知名小学语文老师给我秀班里孩子练字作文，集体观看爱国电影之后小学四年级孩子写的：“美帝恶行罄竹难书，和日本鬼子深仇大恨，肩负使命 振兴中华 报仇雪恨” ...我说你别给我看这个，看得我想哭。救救孩子从小这么教育长大会变…,Neither
大胸大长腿 美,Neither
越南猴子别用中文还在北京上学行吗，我去首都经贸问问你是那个煞笔,Hate-speech
不是桃樂絲 - 熟悉的香煙 陌生的房間 ,Neither
最恐怖的是這專輯竟然是20多年前的…,Neither
NYT的台蛙小编没必要在此刻煽风点火，也没用，中美关系一直是竞争，台蛙一直是筹码，就这么简单,Abusive-only
没有白人救助他们，黑人正在非洲过原始生活。现在他们在美国的地位高于任何民族，还闹事，真是不知天高地厚的黑猩猩。,Hate-speech
算了兄弟，不用跟这傻屌印度阿三说太多了，毕竟他是印度低种姓人，… ,Hate-speech
你对象已阵亡。 ,Neither
然後在廁所殺條魚🐟,Neither
有1说1确实，不来中国的尼哥都是好尼哥,Hate-speech
你以为他们真的是反歧视？不不不，他们只是怕死，毕竟美国人想整你用的是真枪实弹。你以为尊贵的炎黄子孙会和日本倭寇、韩国棒子、越南猴子站在一起吗？想太多。,Hate-speech
打起來打起來,Neither
可憐啊，台灣的同胞們，這個孫子還在騙。你們一定要清楚一點，目前這個形勢下，賣給小日本鬼子越多，台灣賠的錢越多。希望同胞們都醒醒不要在被這個孫子騙了。,Abusive-only
(=´ᆺ｀=)我只知道亞洲大陸人跟ccp反正亞洲大陸現在也不是我清統治，關我屁事。,Neither
法轮功啊，把自己练的人不人鬼不鬼想自焚的教派啊,Hate-speech
那些骂我是轮子的五毛真是瞎了狗眼了，见过哪个轮子反习又反川😄,Abusive-only
没看出来，也够浪的啊,Neither
風早翔太很會…果然是國民初戀（ ,Neither
阿叉比后面两个能说吧,Abusive-only
RT : 這個高雄市長陳其邁，真的很其邁.....立下高標準，讓柯文哲和國民黨高官痛不欲生 ,Neither
去你妈的日本鬼子，山川异域，不共戴天，小日本鬼子还想中日友好？去你妈的，回去给你爹舔jb去吧！,Hate-speech
RT :  法轮功干预美国大选，澳洲市长站台法轮功。加速，gkd,Neither
我的理解，他只是想说明，君主立宪制不妨碍全面民主“黑人不怎么样”“女人不怎么样”？？？,Neither
黑畜横行，人性劣化！,Hate-speech
RT : 我看到了真正的内容，看到了你的努力你的用心,Neither
哎呀，你们舔的日本也拿台湾农民撒气呢。全世界都爱我们台蛙！呱,Abusive-only
你女马死了，轮子,Abusive-only
华人圈就有这样的缺点，对自家人都挺横的，对外人就硬不起来。台蛙的老毛病该改一改了。,Abusive-only
世界第一毒耐性的中國人都不敢喝，太君怎麼會喝呢#迷惑行為 ,Neither
我记得是塔利班来着吧，里面还有尼哥我是如今没搞懂为什么（,Abusive-only
对岸湾湾很出名的造谣傻逼田鼠哥又出新段子了，说我们辽宁号在南海冒黑烟，抛锚了🤣🤣🤣尼玛，那是印度阿三航母上次出事的照片，你们日本哥哥都发通报我们辽宁号航母战斗群已经在宫古海峡了，真的，湾湾节目太智障了，一群不知死活的孽畜，死到临头… ,Abusive-only
如果新冠疫情最终被证实是由中国武汉一家实验室的泄漏引起的。何老板也会说 结论不是“值得信任的人”做出的，所以结论并不可信！“是美国科学界历史上最大的谣言！”,Neither
我先把你交給FBI！,Neither
RT : 重量過多   重  量  過  多重    量    過    多 ,Neither
可以餵你嗎,Neither
那可不是 要是白人演馬丁路德金 全世界都會有意見,Neither
熊貓還沒來 等好久～ ,Neither
轮子不修练功法开始修练嘴炮了？,Abusive-only
全她妈的胡扯，跨物种交配很难生出正常生物来。要么让她跟狗交配一下看看能不能生出个正常物种来。她如果与黑猩猩交配应该有可能生出个杂种来，因为她和黑猩猩的染色体相似度较高，不过那杂种肯定没生育能力。不知道她从哪接受的垃圾文化，如果这些垃圾文化属实，那么创立这些垃圾文化的肯定是个杂种。,Abusive-only
在这个剧集中，身兼制作和编剧的Shonda有非常明显的顺我者昌逆我者亡的倾向。即使主角格蕾（剧集以她做一个双关的命名），剧中扮演她老公的演员不听话，也让他的角色特别难堪地死掉。尽管当年那位黑人男演员有错，但是没得罪她可以获得原谅回… ,Neither
"為甚麼討厭阿叉, 就是因為他們真的完全不守規矩. slience study zone也照樣開心聊天.",Hate-speech
香港各族裔和諧共融唯獨支那人必須排斥同歧視支那人係香港既侵略者,Hate-speech
印度阿三 老子操你祖宗！ 踏平新德里！,Hate-speech
我反对种族歧视🙅但是、黑人除外👎🏿 ,Hate-speech
先学好中文，别做了二鬼子连自己的妈长啥样都忘了。“自给”不会写？你干爹日本鬼子最喜欢日本本土大米，为何？进口乃无奈，自己无足够耕地也！所以才要做美国人的殖民地，连个自主外交权都没有，还要被驻军。你丫要中国学你鬼子爹做殖民地？沙雕,Abusive-only
不歡迎偷渡者就遣返 什麼時代了 大陸人去非洲也不需要簽證,Neither
支那屁民韭菜一般都被洗脑变成脑残，,Hate-speech
哟哟哟，这不是台蛙吗，这么久没见，这么拉了？,Abusive-only
新冠痊愈的4000名新天地信徒集体捐献血浆,Neither
RT : 这帮畜生,Neither
你可以背一個走樓梯幾趟試試,Neither
香港人仲唔醒覺， 支持拜登民主黨的社運人士根本就是幫共產黨維穩。,Neither
试试东风26轰总桶府的滋味如何。如果你们尝试——注意，只是尝试——瞄准中国境内任何重大设施，台岛就会死几百万蛙民，要不要试试看？,Abusive-only
没有对黑人歧视，有对其他族裔的歧视，只问你一句，为啥录取的分数不是同一个分数线？,Neither
果個女人唔會管到香港保養部咁細department，負責果個亞太區阿head係阿叉黎。,Abusive-only
RT :  脱北者进入韩国会被保护起来，大陆人现在跑路去湾湾，只会被遣返。还是那个青天白日满地红，但中华民国成了艺名。,Neither
120年前好似仲係清國話緊事關支那咩事？係喎聽講佢老婆除咗臺灣籍仲有一咩咩國籍喎唔知係邊個國家呢？,Abusive-only
"RT : 大陆人三退声明：… 课本上讲述著共产党是多么伟大，法轮功是多么可怕,可这不过是邪党造谣抹黑罢了,真正可怕的是他们。他们是刽子手，对法轮功学员残害、把香港变得不再民主、压迫新疆劳动人民、用坦克碾压64学生、甚至把病毒放出来危害全球，这…",Neither
谢谢您嘞，只有台蛙才会吃哦，中国人可不吃莱猪。还有多吃凤梨，防疫🤣,Abusive-only
不是。雖然翻譯三需求是信達雅，但現實有很多狀況要考量。例如你到南美圈，有種你就去貧民窟喊幾句尼哥試試。很多時候不熟悉對方文化的人不會知道你不經意講的話語在對方身上有多嚴… ,Neither
RT : 端午安康🥰蓝家的龙舟，带外援和家属😂#魔道祖师 #MDZS #忘羡 ,Neither
美国黑人的种族优越感，全世界都该让着它,Neither
這是Bentley 🥺🥺🥺我也想撸，想埋在他肚子上吸(好像有點變態）,Neither
中国人的敌人是印度人美国人？中共自己都不同意😏,Neither
快得了吧，还我说反了，你告诉我那帮子大学生怎么安全退场的？秽土转生了？轮子给爷爬嗷😅😅😅,Abusive-only
蠱毒TL,Neither
无语😳,Neither
疫苗生產商背景係⋯⋯你明嘅,Neither
RT : 不行我真的快笑爛給粉絲加雞腿🤣🤣🤣🤣🤣🤣🤣#WHEEIN #丁輝人 #휘인 #정휘인 #mamamoo #媽媽木 ,Neither
没进化完成的人形牲口  日本鬼子,Hate-speech
RT : 许家印一定会暴雷，没有爆是因为中南坑有人撑着。然后郭先生点了的几个名字，也一定会爆，他们爆的时候，党几乎就会死掉一半，然后几乎所有中国人的车房也会完蛋。那要是比这个名单更大的人和公司暴雷，最后中国大陆，共产党会有什么样的结果呢？,Neither
为了和日本鬼子做交易出卖国家口口声声支那支那的汉奸；换了四个老婆，第三个老婆12岁盯上，14岁娶了生女不久即抛弃的娈童癖，一个抢夺民主革命果实的投机小人；政治斗争落败不得不把权力转交给祸国殃民蒋匪的罪人；有什么理由挂他？空着是最好的选择。,Abusive-only
RT : 我爺爺恨了一輩子鬼子。儘管日本也有好人，並且現在的日本和日帝是兩碼事。類似地，我會恨一輩子中國人。不過也不期待有人能理解我。,Hate-speech
中共就是會幹坏事。迫害了新疆人、西藏人、香港人，這次又來迫害法輪功，假如被統一，台灣人也要小心。,Neither
還有一句我們大陸給你們得水很貴的哦  越南猴子千萬要有志氣 千萬別喝 要跟手足共進退 哈哈,Hate-speech
黑鬼，贱奴,Hate-speech
这阿三是多么天真无知，祝愿印度变种病毒肆虐整个印度，感染全部阿三 ,Hate-speech
只看到你每天丑态不堪的犬吠啊。只看到台蛙每天嚎叫被大陆欺负了。原来你们蛙天生的基因？,Abusive-only
RT : 可S可M應該就是我了吧😈追蹤+轉推+愛心 抽3人送短片😜禮拜六截止喔💕#轉推愛心 #原味商品 #客製照片 ,Neither
在机场那个哈哈 很大声而且还比了手势,Neither
🤣🤣🤣终于入坑了。我看到大师父咧着嘴笑的好开心,Neither
而且重點是口感不好啊QQ 厚成那樣光用想的就覺得更可怕惹QQ,Neither
国师发话了 西方指标体系不能用 除非契丹人不是人类 社会不是一样的社会？国家不是一样的国家？怎么你契丹就不能用了 ,Neither
难道要回到猿猴一样的状态，跟倭黑猩猩一样没羞没臊才是好的吗？我怎么感觉这是一种退步,Neither
为什么要推倒防火墙？我们好好的社会到时候被你们这些有爹生没妈养的人来污染我们？我们为什么要见人大代表，只有像台蛙那些傻逼议员，才天天会在台蛙面前作秀,Hate-speech
你这种傻屌真该在美国被黑鬼打死,Hate-speech
RT : 🥰謝謝  的團購以及精心設計製作的特典，辛苦了！感謝！🙏希望之後能繼續開韓彬二輯的團購，感謝你們一直以來對於韓彬的支持！💕 ,Neither
欧盟在美国的胁迫下已气喘吁吁，又被美国挑唆着卸去英国这个轮子，现在已很虚弱。欧盟应认清自己，同中国一道应对美国的胁迫，而不是与美国这个白眼狼共舞，共同胁迫中国。到头来欧盟只会死得更惨。,Neither
轮子要把全国人民的财产都孝敬李邪教教主。,Hate-speech
幹你這個好好笑我點進本人的頁面感覺是藍白粉,Neither
嗯嗯？轮子贱狗调转枪口了吗？我一时半伙还没反应过来呢,Hate-speech
"RT : 持BNO护照港人在英处处受限 移民子女入校难p,s,唔通香港就個個讀名校咩on9全世界名校都難入㗎啦用得「學區房」依個字都知係大陸狗寫啦其實將成篇改做大灣區都得",Abusive-only
先关注以后就是老粉了,Neither
看他看用繁体，大概率又是只台蛙,Abusive-only
